agency_cd,site_no,sample_dt,sample_tm,sample_end_dt,sample_end_tm,sample_start_time_datum_cd,tm_datum_rlbty_cd,coll_ent_cd,medium_cd,project_cd,aqfr_cd,tu_id,body_part_id,hyd_cond_cd,samp_type_cd,hyd_event_cd,sample_lab_cm_tx,parm_cd,remark_cd,result_va,val_qual_tx,meth_cd,dqi_cd,rpt_lev_va,rpt_lev_cd,lab_std_va,prep_set_no,prep_dt,anl_set_no,anl_dt,result_lab_cm_tx,anl_ent_cd,startDateTime
USGS,05463050,1969-05-12,NA,NA,NA,CDT,T,NON-USGS,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.99,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,05463050,1974-04-30,11:00,NA,NA,CDT,T,NON-USGS,WS,NA,NA,NA,NA,A,9,9,NA,00607,NA,1.2,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974-04-30T11:00:00Z
USGS,05463050,1974-04-30,11:00,NA,NA,CDT,T,NON-USGS,WS,NA,NA,NA,NA,A,9,9,NA,00608,NA,0.03,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974-04-30T11:00:00Z
USGS,05463050,1974-04-30,11:00,NA,NA,CDT,T,NON-USGS,WS,NA,NA,NA,NA,A,9,9,NA,00613,NA,0.027,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974-04-30T11:00:00Z
USGS,05463050,1974-04-30,11:00,NA,NA,CDT,T,NON-USGS,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,3.1,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974-04-30T11:00:00Z
USGS,05463050,1974-07-08,15:00,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00610,<,0.01,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974-07-08T15:00:00Z
USGS,05463050,1974-07-08,15:00,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00630,NA,5.7,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974-07-08T15:00:00Z
USGS,05463050,1975-07-22,07:50,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00600,NA,3.5,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-22T07:50:00Z
USGS,05463050,1975-07-22,07:50,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00605,NA,0.74,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-22T07:50:00Z
USGS,05463050,1975-07-22,07:50,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00610,NA,0.56,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-22T07:50:00Z
USGS,05463050,1975-07-22,07:50,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00625,NA,13,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-22T07:50:00Z
USGS,05463050,1975-07-22,07:50,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00630,NA,2.2,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-22T07:50:00Z
USGS,05463050,1975-07-22,07:50,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,71887,NA,16,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-22T07:50:00Z
USGS,05463050,1975-08-18,10:45,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00600,NA,2.4,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-08-18T10:45:00Z
USGS,05463050,1975-08-18,10:45,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00605,NA,2.4,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-08-18T10:45:00Z
USGS,05463050,1975-08-18,10:45,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00610,NA,0.01,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-08-18T10:45:00Z
