agency_cd,site_no,sample_dt,sample_tm,sample_end_dt,sample_end_tm,sample_start_time_datum_cd,tm_datum_rlbty_cd,coll_ent_cd,medium_cd,project_cd,aqfr_cd,tu_id,body_part_id,hyd_cond_cd,samp_type_cd,hyd_event_cd,sample_lab_cm_tx,parm_cd,remark_cd,result_va,val_qual_tx,meth_cd,dqi_cd,rpt_lev_va,rpt_lev_cd,lab_std_va,prep_set_no,prep_dt,anl_set_no,anl_dt,result_lab_cm_tx,anl_ent_cd,startDateTime
USGS,04213500,1956-08-13,16:30,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00620,NA,0.565,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956-08-13T16:30:00Z
USGS,04213500,1962-04-17,NA,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00620,NA,1.78,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,04213500,1963-04-17,NA,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,1.78,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,04213500,1963-05-07,NA,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00620,NA,2.48,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,04213500,1963-07-05,NA,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00620,NA,1.56,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,04213500,1972-06-24,08:30,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.8,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972-06-24T08:30:00Z
USGS,04213500,1975-07-16,06:30,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00600,NA,1.4,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-16T06:30:00Z
USGS,04213500,1975-07-16,06:30,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00605,NA,0.3,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-16T06:30:00Z
USGS,04213500,1975-07-16,06:30,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00610,NA,0.14,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-16T06:30:00Z
USGS,04213500,1975-07-16,06:30,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00625,NA,0.44,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-16T06:30:00Z
USGS,04213500,1975-07-16,06:30,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00630,NA,1,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-16T06:30:00Z
USGS,04213500,1975-07-16,06:30,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,32230,NA,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-16T06:30:00Z
USGS,04213500,1975-07-16,06:30,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,32231,NA,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-16T06:30:00Z
USGS,04213500,1975-07-16,06:30,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,71887,NA,6.4,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-07-16T06:30:00Z
USGS,04213500,1975-08-05,06:00,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00600,NA,2,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-08-05T06:00:00Z
USGS,04213500,1975-08-05,06:00,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00605,NA,0.74,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-08-05T06:00:00Z
USGS,04213500,1975-08-05,06:00,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00610,NA,0.13,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-08-05T06:00:00Z
USGS,04213500,1975-08-05,06:00,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00625,NA,0.87,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-08-05T06:00:00Z
USGS,04213500,1975-08-05,06:00,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00630,NA,1.1,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-08-05T06:00:00Z
USGS,04213500,1975-08-05,06:00,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,32230,NA,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-08-05T06:00:00Z
USGS,04213500,1975-08-05,06:00,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,32231,NA,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-08-05T06:00:00Z
USGS,04213500,1975-08-05,06:00,NA,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,71887,NA,8.7,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-08-05T06:00:00Z
