agency_cd,site_no,sample_dt,sample_tm,sample_end_dt,sample_end_tm,sample_start_time_datum_cd,tm_datum_rlbty_cd,coll_ent_cd,medium_cd,project_cd,aqfr_cd,tu_id,body_part_id,hyd_cond_cd,samp_type_cd,hyd_event_cd,sample_lab_cm_tx,parm_cd,remark_cd,result_va,val_qual_tx,meth_cd,dqi_cd,rpt_lev_va,rpt_lev_cd,lab_std_va,prep_set_no,prep_dt,anl_set_no,anl_dt,result_lab_cm_tx,anl_ent_cd,startDateTime
USGS,05422000,1974-11-25,11:00,NA,NA,CST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00605,NA,0.76,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974-11-25T11:00:00Z
USGS,05422000,1974-11-25,11:00,NA,NA,CST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00608,NA,0.01,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974-11-25T11:00:00Z
USGS,05422000,1974-11-25,11:00,NA,NA,CST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00613,NA,0.02,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974-11-25T11:00:00Z
USGS,05422000,1974-11-25,11:00,NA,NA,CST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,1.9,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974-11-25T11:00:00Z
USGS,05422000,1975-03-18,10:20,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00605,NA,3.8,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-03-18T10:20:00Z
USGS,05422000,1975-03-18,10:20,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00608,NA,1.6,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-03-18T10:20:00Z
USGS,05422000,1975-03-18,10:20,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00613,NA,0.07,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-03-18T10:20:00Z
USGS,05422000,1975-03-18,10:20,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,1.1,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-03-18T10:20:00Z
USGS,05422000,1975-06-23,11:00,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00605,NA,1.5,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-06-23T11:00:00Z
USGS,05422000,1975-06-23,11:00,NA,NA,CDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00608,NA,0.05,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975-06-23T11:00:00Z
