agency_cd,site_no,sample_dt,sample_tm,sample_end_dt,sample_end_tm,sample_start_time_datum_cd,tm_datum_rlbty_cd,coll_ent_cd,medium_cd,project_cd,aqfr_cd,tu_id,body_part_id,hyd_cond_cd,samp_type_cd,hyd_event_cd,sample_lab_cm_tx,parm_cd,remark_cd,result_va,val_qual_tx,meth_cd,dqi_cd,rpt_lev_va,rpt_lev_cd,lab_std_va,prep_set_no,prep_dt,anl_set_no,anl_dt,result_lab_cm_tx,anl_ent_cd,startDateTime
USGS,01673000,1945-04-06,NA,NA,NA,EDT,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.068,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1945-10-01,NA,1945-10-10,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.045,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1945-10-11,NA,1945-10-20,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.068,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1945-10-21,NA,1945-10-31,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.023,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1945-11-01,NA,1945-11-10,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.023,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1945-11-11,NA,1945-11-20,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.023,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1945-11-21,NA,1945-11-30,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.045,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1945-12-01,NA,1945-12-10,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.023,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1945-12-11,NA,1945-12-20,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.023,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1945-12-21,NA,1945-12-31,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.068,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1946-01-01,NA,1946-01-10,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.136,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1946-01-11,NA,1946-01-20,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.09,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1946-01-21,NA,1946-01-31,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.068,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1946-02-01,NA,1946-02-10,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.136,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1946-02-11,NA,1946-02-19,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.045,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,01673000,1946-02-20,NA,1946-02-28,NA,EST,T,NA,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.113,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
