agency_cd,site_no,sample_dt,sample_tm,sample_end_dt,sample_end_tm,sample_start_time_datum_cd,tm_datum_rlbty_cd,coll_ent_cd,medium_cd,project_cd,aqfr_cd,tu_id,body_part_id,hyd_cond_cd,samp_type_cd,hyd_event_cd,sample_lab_cm_tx,parm_cd,remark_cd,result_va,val_qual_tx,meth_cd,dqi_cd,rpt_lev_va,rpt_lev_cd,lab_std_va,prep_set_no,prep_dt,anl_set_no,anl_dt,result_lab_cm_tx,anl_ent_cd,startDateTime,endDateTime
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,00600,NA,1.5,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,00602,NA,1.6,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,00605,<,0.4,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,00607,<,0.45,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,00608,<,0.02,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,00613,NA,0.01,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,00618,NA,1.09,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,00623,NA,0.45,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,00625,NA,0.4,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,00631,NA,1.1,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,32230,NA,11.2,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,32231,NA,2.31,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-09-04,10:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,9,9,9,      . . .  .,32232,NA,0.015,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-09-04T10:15:00Z,NA
USGS,01591000,1985-10-07,13:20,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00600,NA,1.9,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-07T13:20:00Z,NA
USGS,01591000,1985-10-07,13:20,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00602,NA,1.9,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-07T13:20:00Z,NA
USGS,01591000,1985-10-07,13:20,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00605,NA,0.37,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-07T13:20:00Z,NA
USGS,01591000,1985-10-07,13:20,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00607,NA,0.37,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-07T13:20:00Z,NA
USGS,01591000,1985-10-07,13:20,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00608,NA,0.03,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-07T13:20:00Z,NA
USGS,01591000,1985-10-07,13:20,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00613,NA,0.005,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-07T13:20:00Z,NA
USGS,01591000,1985-10-07,13:20,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00618,NA,1.5,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-07T13:20:00Z,NA
USGS,01591000,1985-10-07,13:20,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00623,NA,0.4,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-07T13:20:00Z,NA
USGS,01591000,1985-10-07,13:20,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00625,NA,0.4,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-07T13:20:00Z,NA
USGS,01591000,1985-10-07,13:20,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00631,NA,1.5,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-07T13:20:00Z,NA
USGS,01591000,1985-12-10,13:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00600,NA,3.1,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-12-10T13:30:00Z,NA
USGS,01591000,1985-12-10,13:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00602,NA,2.8,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-12-10T13:30:00Z,NA
USGS,01591000,1985-12-10,13:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00605,<,0.45,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-12-10T13:30:00Z,NA
USGS,01591000,1985-12-10,13:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00607,<,0.2,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-12-10T13:30:00Z,NA
