agency_cd,site_no,sample_dt,sample_tm,sample_end_dt,sample_end_tm,sample_start_time_datum_cd,tm_datum_rlbty_cd,coll_ent_cd,medium_cd,project_cd,aqfr_cd,tu_id,body_part_id,hyd_cond_cd,samp_type_cd,hyd_event_cd,sample_lab_cm_tx,parm_cd,remark_cd,result_va,val_qual_tx,meth_cd,dqi_cd,rpt_lev_va,rpt_lev_cd,lab_std_va,prep_set_no,prep_dt,anl_set_no,anl_dt,result_lab_cm_tx,anl_ent_cd,startDateTime,endDateTime
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00600,NA,0.7,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00602,NA,0.62,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00605,NA,0.39,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00607,NA,0.31,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00608,NA,0.07,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00613,NA,0.005,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00618,NA,0.235,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00623,NA,0.38,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00625,NA,0.46,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00631,NA,0.24,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,32230,NA,1.74,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
USGS,01594526,1985-10-09,14:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,32231,NA,0.081,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-09T14:15:00Z,NA
