agency_cd,site_no,sample_dt,sample_tm,sample_end_dt,sample_end_tm,sample_start_time_datum_cd,tm_datum_rlbty_cd,coll_ent_cd,medium_cd,project_cd,aqfr_cd,tu_id,body_part_id,hyd_cond_cd,samp_type_cd,hyd_event_cd,sample_lab_cm_tx,parm_cd,remark_cd,result_va,val_qual_tx,meth_cd,dqi_cd,rpt_lev_va,rpt_lev_cd,lab_std_va,prep_set_no,prep_dt,anl_set_no,anl_dt,result_lab_cm_tx,anl_ent_cd,startDateTime,endDateTime
USGS,01594670,1985-10-17,10:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00600,NA,0.55,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-17T10:30:00Z,NA
USGS,01594670,1985-10-17,10:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00602,NA,0.57,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-17T10:30:00Z,NA
USGS,01594670,1985-10-17,10:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00605,NA,0.49,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-17T10:30:00Z,NA
USGS,01594670,1985-10-17,10:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00607,NA,0.51,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-17T10:30:00Z,NA
USGS,01594670,1985-10-17,10:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00608,NA,0.03,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-17T10:30:00Z,NA
USGS,01594670,1985-10-17,10:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00613,NA,0.007,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-17T10:30:00Z,NA
USGS,01594670,1985-10-17,10:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00618,NA,0.023,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-17T10:30:00Z,NA
USGS,01594670,1985-10-17,10:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00623,NA,0.54,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-17T10:30:00Z,NA
USGS,01594670,1985-10-17,10:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00625,NA,0.52,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-17T10:30:00Z,NA
USGS,01594670,1985-10-17,10:30,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,      . . .   .,00631,NA,0.03,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-10-17T10:30:00Z,NA
USGS,01594670,1986-03-11,13:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA14,00600,NA,0.31,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-03-11T13:15:00Z,NA
USGS,01594670,1986-03-11,13:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA14,00602,NA,0.26,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-03-11T13:15:00Z,NA
USGS,01594670,1986-03-11,13:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA14,00605,NA,0.23,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-03-11T13:15:00Z,NA
USGS,01594670,1986-03-11,13:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA14,00607,NA,0.18,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-03-11T13:15:00Z,NA
USGS,01594670,1986-03-11,13:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA14,00608,NA,0.02,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-03-11T13:15:00Z,NA
USGS,01594670,1986-03-11,13:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA14,00613,NA,0.003,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-03-11T13:15:00Z,NA
USGS,01594670,1986-03-11,13:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA14,00618,NA,0.057,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-03-11T13:15:00Z,NA
USGS,01594670,1986-03-11,13:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA14,00623,NA,0.2,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-03-11T13:15:00Z,NA
USGS,01594670,1986-03-11,13:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA14,00625,NA,0.25,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-03-11T13:15:00Z,NA
USGS,01594670,1986-03-11,13:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA14,00631,NA,0.06,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-03-11T13:15:00Z,NA
USGS,01594670,1986-05-14,18:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA24,00600,NA,1.2,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-05-14T18:15:00Z,NA
USGS,01594670,1986-05-14,18:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA24,00602,NA,0.86,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-05-14T18:15:00Z,NA
USGS,01594670,1986-05-14,18:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA24,00605,NA,0.96,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-05-14T18:15:00Z,NA
USGS,01594670,1986-05-14,18:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA24,00607,NA,0.66,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-05-14T18:15:00Z,NA
USGS,01594670,1986-05-14,18:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA24,00608,NA,0.09,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-05-14T18:15:00Z,NA
USGS,01594670,1986-05-14,18:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA24,00613,NA,0.013,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-05-14T18:15:00Z,NA
USGS,01594670,1986-05-14,18:15,NA,NA,EST,T,USGS-WRD,WS,442408000,NA,NA,NA,A,9,9,        PNPS PAA24,00618,NA,0.097,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-05-14T18:15:00Z,NA
