agency_cd,site_no,sample_dt,sample_tm,sample_end_dt,sample_end_tm,sample_start_time_datum_cd,tm_datum_rlbty_cd,coll_ent_cd,medium_cd,project_cd,aqfr_cd,tu_id,body_part_id,hyd_cond_cd,samp_type_cd,hyd_event_cd,sample_lab_cm_tx,parm_cd,remark_cd,result_va,val_qual_tx,meth_cd,dqi_cd,rpt_lev_va,rpt_lev_cd,lab_std_va,prep_set_no,prep_dt,anl_set_no,anl_dt,result_lab_cm_tx,anl_ent_cd,startDateTime
USGS,05531500,1977-12-14,15:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00610,NA,4.8,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977-12-14T15:00:00Z
USGS,05531500,1977-12-14,15:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00630,NA,5.2,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977-12-14T15:00:00Z
USGS,05531500,1978-01-05,13:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00610,NA,4.5,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-05T13:00:00Z
USGS,05531500,1978-01-05,13:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00630,NA,6.4,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-05T13:00:00Z
USGS,05531500,1978-01-30,15:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00610,NA,7.7,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-30T15:00:00Z
USGS,05531500,1978-01-30,15:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00630,NA,6.9,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-30T15:00:00Z
USGS,05531500,1978-02-16,15:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00610,NA,6.6,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-02-16T15:00:00Z
USGS,05531500,1978-02-16,15:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00630,NA,7.3,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-02-16T15:00:00Z
USGS,05531500,1978-03-16,15:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00610,NA,1.3,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-03-16T15:00:00Z
USGS,05531500,1978-03-16,15:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00630,NA,3.1,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-03-16T15:00:00Z
USGS,05531500,1978-05-01,13:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00610,NA,1.6,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-05-01T13:00:00Z
USGS,05531500,1978-05-01,13:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00630,NA,13,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-05-01T13:00:00Z
USGS,05531500,1978-05-31,15:00,NA,NA,CST,T,IL-EPA,WS,NA,NA,NA,NA,A,9,9,NA,00610,NA,2.7,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-05-31T15:00:00Z
